time,velocity,acceleration,height
0.169,48.3421,-9.81,8.31074
0.17,48.3323,-9.81,8.35908
0.171,48.3225,-9.81,8.40741
0.172,48.3127,-9.81,8.45573
0.173,48.3029,-9.81,8.50405
0.174,48.2931,-9.81,8.55235
0.175,48.2832,-9.81,8.60064
0.176,48.2734,-9.81,8.64893
0.177,48.2636,-9.81,8.6972
0.178,48.2538,-9.81,8.74546
0.179,48.244,-9.81,8.79372
0.18,48.2342,-9.81,8.84196
0.181,48.2244,-9.81,8.8902
0.182,48.2146,-9.81,8.93842
0.183,48.2048,-9.81,8.98663
0.184,48.195,-9.81,9.03484
0.185,48.1851,-9.81,9.08303
0.186,48.1753,-9.81,9.13122
0.187,48.1655,-9.81,9.17939
0.188,48.1557,-9.81,9.22756
0.189,48.1459,-9.81,9.27572
0.19,48.1361,-9.81,9.32386
0.191,48.1263,-9.81,9.372
0.192,48.1165,-9.81,9.42012
0.193,48.1067,-9.81,9.46824
0.194,48.0969,-9.81,9.51635
0.195,48.087,-9.81,9.56444
0.196,48.0772,-9.81,9.61253
0.197,48.0674,-9.81,9.66061
0.198,48.0576,-9.81,9.70868
0.199,48.0478,-9.81,9.75673
0.2,48.038,-9.81,9.80478
0.201,48.0282,-9.81,9.85282
0.202,48.0184,-9.81,9.90085
0.203,48.0086,-9.81,9.94887
0.204,47.9988,-9.81,9.99687
0.205,47.9889,-9.81,10.0449
0.206,47.9791,-9.81,10.0929
0.207,47.9693,-9.81,10.1408
0.208,47.9595,-9.81,10.1888
0.209,47.9497,-9.81,10.2368
0.21,47.9399,-9.81,10.2847
0.211,47.9301,-9.81,10.3327
0.212,47.9203,-9.81,10.3806
0.213,47.9105,-9.81,10.4285
0.214,47.9007,-9.81,10.4764
0.215,47.8908,-9.81,10.5243
0.216,47.881,-9.81,10.5722
0.217,47.8712,-9.81,10.6201
0.218,47.8614,-9.81,10.668
0.219,47.8516,-9.81,10.7158
0.22,47.8418,-9.81,10.7637
0.221,47.832,-9.81,10.8115
0.222,47.8222,-9.81,10.8594
0.223,47.8124,-9.81,10.9072
0.224,47.8026,-9.81,10.955
0.225,47.7927,-9.81,11.0028
0.226,47.7829,-9.81,11.0506
0.227,47.7731,-9.81,11.0984
0.228,47.7633,-9.81,11.1461
0.229,47.7535,-9.81,11.1939
0.23,47.7437,-9.81,11.2417
0.231,47.7339,-9.81,11.2894
0.232,47.7241,-9.81,11.3371
0.233,47.7143,-9.81,11.3849
0.234,47.7045,-9.81,11.4326
0.235,47.6946,-9.81,11.4803
0.236,47.6848,-9.81,11.528
0.237,47.675,-9.81,11.5757
0.238,47.6652,-9.81,11.6233
0.239,47.6554,-9.81,11.671
0.24,47.6456,-9.81,11.7186
0.241,47.6358,-9.81,11.7663
0.242,47.626,-9.81,11.8139
0.243,47.6162,-9.81,11.8616
0.244,47.6064,-9.81,11.9092
0.245,47.5965,-9.81,11.9568
0.246,47.5867,-9.81,12.0044
0.247,47.5769,-9.81,12.052
0.248,47.5671,-9.81,12.0995
0.249,47.5573,-9.81,12.1471
0.25,47.5475,-9.81,12.1947
0.251,47.5377,-9.81,12.2422
0.252,47.5279,-9.81,12.2897
0.253,47.5181,-9.81,12.3373
0.254,47.5083,-9.81,12.3848
0.255,47.4984,-9.81,12.4323
0.256,47.4886,-9.81,12.4798
0.257,47.4788,-9.81,12.5273
0.258,47.469,-9.81,12.5748
0.259,47.4592,-9.81,12.6222
0.26,47.4494,-9.81,12.6697
0.261,47.4396,-9.81,12.7171
0.262,47.4298,-9.81,12.7646
0.263,47.42,-9.81,12.812
0.264,47.4102,-9.81,12.8594
0.265,47.4003,-9.81,12.9068
0.266,47.3905,-9.81,12.9542
0.267,47.3807,-9.81,13.0016
0.268,47.3709,-9.81,13.049
0.269,47.3611,-9.81,13.0964
0.27,47.3513,-9.81,13.1437
0.271,47.3415,-9.81,13.1911
0.272,47.3317,-9.81,13.2384
0.273,47.3219,-9.81,13.2858
0.274,47.3121,-9.81,13.3331
0.275,47.3022,-9.81,13.3804
0.276,47.2924,-9.81,13.4277
0.277,47.2826,-9.81,13.475
0.278,47.2728,-9.81,13.5223
0.279,47.263,-9.81,13.5696
0.28,47.2532,-9.81,13.6168
0.281,47.2434,-9.81,13.6641
0.282,47.2336,-9.81,13.7113
0.283,47.2238,-9.81,13.7586
0.284,47.214,-9.81,13.8058
0.285,47.2041,-9.81,13.853
0.286,47.1943,-9.81,13.9002
0.287,47.1845,-9.81,13.9474
0.288,47.1747,-9.81,13.9946
0.289,47.1649,-9.81,14.0417
0.29,47.1551,-9.81,14.0889
0.291,47.1453,-9.81,14.1361
0.292,47.1355,-9.81,14.1832
0.293,47.1257,-9.81,14.2303
0.294,47.1159,-9.81,14.2775
0.295,47.106,-9.81,14.3246
0.296,47.0962,-9.81,14.3717
0.297,47.0864,-9.81,14.4188
0.298,47.0766,-9.81,14.4659
0.299,47.0668,-9.81,14.513
0.3,47.057,-9.81,14.56
0.301,47.0472,-9.81,14.6071
0.302,47.0374,-9.81,14.6541
0.303,47.0276,-9.81,14.7012
0.304,47.0178,-9.81,14.7482
0.305,47.0079,-9.81,14.7952
0.306,46.9981,-9.81,14.8422
0.307,46.9883,-9.81,14.8892
0.308,46.9785,-9.81,14.9362
0.309,46.9687,-9.81,14.9832
0.31,46.9589,-9.81,15.0302
0.311,46.9491,-9.81,15.0771
0.312,46.9393,-9.81,15.1241
0.313,46.9295,-9.81,15.171
0.314,46.9197,-9.81,15.2179
0.315,46.9098,-9.81,15.2648
0.316,46.9,-9.81,15.3118
0.317,46.8902,-9.81,15.3587
0.318,46.8804,-9.81,15.4055
0.319,46.8706,-9.81,15.4524
0.32,46.8608,-9.81,15.4993
0.321,46.851,-9.81,15.5462
0.322,46.8412,-9.81,15.593
0.323,46.8314,-9.81,15.6399
0.324,46.8216,-9.81,15.6867
0.325,46.8117,-9.81,15.7335
0.326,46.8019,-9.81,15.7803
0.327,46.7921,-9.81,15.8271
0.328,46.7823,-9.81,15.8739
0.329,46.7725,-9.81,15.9207
0.33,46.7627,-9.81,15.9675
0.331,46.7529,-9.81,16.0142
0.332,46.7431,-9.81,16.061
0.333,46.7333,-9.81,16.1077
0.334,46.7235,-9.81,16.1545
0.335,46.7136,-9.81,16.2012
0.336,46.7038,-9.81,16.2479
0.337,46.694,-9.81,16.2946
0.338,46.6842,-9.81,16.3413
0.339,46.6744,-9.81,16.388
0.34,46.6646,-9.81,16.4346
0.341,46.6548,-9.81,16.4813
0.342,46.645,-9.81,16.528
0.343,46.6352,-9.81,16.5746
0.344,46.6254,-9.81,16.6212
0.345,46.6155,-9.81,16.6679
0.346,46.6057,-9.81,16.7145
0.347,46.5959,-9.81,16.7611
0.348,46.5861,-9.81,16.8077
0.349,46.5763,-9.81,16.8543
0.35,46.5665,-9.81,16.9009
0.351,46.5567,-9.81,16.9474
0.352,46.5469,-9.81,16.994
0.353,46.5371,-9.81,17.0405
0.354,46.5273,-9.81,17.0871
0.355,46.5174,-9.81,17.1336
0.356,46.5076,-9.81,17.1801
0.357,46.4978,-9.81,17.2266
0.358,46.488,-9.81,17.2731
0.359,46.4782,-9.81,17.3196
0.36,46.4684,-9.81,17.3661
0.361,46.4586,-9.81,17.4125
0.362,46.4488,-9.81,17.459
0.363,46.439,-9.81,17.5055
0.364,46.4292,-9.81,17.5519
0.365,46.4193,-9.81,17.5983
0.366,46.4095,-9.81,17.6447
0.367,46.3997,-9.81,17.6912
0.368,46.3899,-9.81,17.7376
0.369,46.3801,-9.81,17.7839
0.37,46.3703,-9.81,17.8303
0.371,46.3605,-9.81,17.8767
0.372,46.3507,-9.81,17.9231
0.373,46.3409,-9.81,17.9694
0.374,46.3311,-9.81,18.0157
0.375,46.3212,-9.81,18.0621
0.376,46.3114,-9.81,18.1084
0.377,46.3016,-9.81,18.1547
0.378,46.2918,-9.81,18.201
0.379,46.282,-9.81,18.2473
0.38,46.2722,-9.81,18.2936
0.381,46.2624,-9.81,18.3399
0.382,46.2526,-9.81,18.3861
0.383,46.2428,-9.81,18.4324
0.384,46.233,-9.81,18.4786
0.385,46.2231,-9.81,18.5248
0.386,46.2133,-9.81,18.5711
0.387,46.2035,-9.81,18.6173
0.388,46.1937,-9.81,18.6635
0.389,46.1839,-9.81,18.7097
0.39,46.1741,-9.81,18.7559
0.391,46.1643,-9.81,18.802
0.392,46.1545,-9.81,18.8482
0.393,46.1447,-9.81,18.8944
0.394,46.1349,-9.81,18.9405
0.395,46.125,-9.81,18.9866
0.396,46.1152,-9.81,19.0328
0.397,46.1054,-9.81,19.0789
0.398,46.0956,-9.81,19.125
0.399,46.0858,-9.81,19.1711
0.4,46.076,-9.81,19.2172
0.401,46.0662,-9.81,19.2632
0.402,46.0564,-9.81,19.3093
0.403,46.0466,-9.81,19.3554
0.404,46.0368,-9.81,19.4014
0.405,46.0269,-9.81,19.4474
0.406,46.0171,-9.81,19.4935
0.407,46.0073,-9.81,19.5395
0.408,45.9975,-9.81,19.5855
0.409,45.9877,-9.81,19.6315
0.41,45.9779,-9.81,19.6775
0.411,45.9681,-9.81,19.7235
0.412,45.9583,-9.81,19.7694
0.413,45.9485,-9.81,19.8154
0.414,45.9387,-9.81,19.8613
0.415,45.9288,-9.81,19.9073
0.416,45.919,-9.81,19.9532
0.417,45.9092,-9.81,19.9991
0.418,45.8994,-9.81,20.045
0.419,45.8896,-9.81,20.0909
0.42,45.8798,-9.81,20.1368
0.421,45.87,-9.81,20.1827
0.422,45.8602,-9.81,20.2286
0.423,45.8504,-9.81,20.2744
0.424,45.8406,-9.81,20.3203
0.425,45.8307,-9.81,20.3661
0.426,45.8209,-9.81,20.4119
0.427,45.8111,-9.81,20.4578
0.428,45.8013,-9.81,20.5036
0.429,45.7915,-9.81,20.5494
0.43,45.7817,-9.81,20.5952
0.431,45.7719,-9.81,20.641
0.432,45.7621,-9.81,20.6867
0.433,45.7523,-9.81,20.7325
0.434,45.7425,-9.81,20.7782
0.435,45.7326,-9.81,20.824
0.436,45.7228,-9.81,20.8697
0.437,45.713,-9.81,20.9154
0.438,45.7032,-9.81,20.9612
0.439,45.6934,-9.81,21.0069
0.44,45.6836,-9.81,21.0526
0.441,45.6738,-9.81,21.0982
0.442,45.664,-9.81,21.1439
0.443,45.6542,-9.81,21.1896
0.444,45.6444,-9.81,21.2352
0.445,45.6345,-9.81,21.2809
0.446,45.6247,-9.81,21.3265
0.447,45.6149,-9.81,21.3721
0.448,45.6051,-9.81,21.4177
0.449,45.5953,-9.81,21.4633
0.45,45.5855,-9.81,21.5089
0.451,45.5757,-9.81,21.5545
0.452,45.5659,-9.81,21.6001
0.453,45.5561,-9.81,21.6457
0.454,45.5463,-9.81,21.6912
0.455,45.5364,-9.81,21.7368
0.456,45.5266,-9.81,21.7823
0.457,45.5168,-9.81,21.8278
0.458,45.507,-9.81,21.8734
0.459,45.4972,-9.81,21.9189
0.46,45.4874,-9.81,21.9644
0.461,45.4776,-9.81,22.0098
0.462,45.4678,-9.81,22.0553
0.463,45.458,-9.81,22.1008
0.464,45.4482,-9.81,22.1462
0.465,45.4383,-9.81,22.1917
0.466,45.4285,-9.81,22.2371
0.467,45.4187,-9.81,22.2826
0.468,45.4089,-9.81,22.328
0.469,45.3991,-9.81,22.3734
0.47,45.3893,-9.81,22.4188
0.471,45.3795,-9.81,22.4642
0.472,45.3697,-9.81,22.5096
0.473,45.3599,-9.81,22.5549
0.474,45.3501,-9.81,22.6003
0.475,45.3402,-9.81,22.6456
0.476,45.3304,-9.81,22.691
0.477,45.3206,-9.81,22.7363
0.478,45.3108,-9.81,22.7816
0.479,45.301,-9.81,22.8269
0.48,45.2912,-9.81,22.8722
0.481,45.2814,-9.81,22.9175
