time,velocity,acceleration,height
0,50,-26.31,0
0.001,49.9737,-26.3013,0.05
0.002,49.9474,-26.2926,0.0999737
0.003,49.9211,-26.284,0.149921
0.004,49.8948,-26.2753,0.199842
0.005,49.8685,-26.2666,0.249737
0.006,49.8423,-26.2579,0.299606
0.007,49.816,-26.2493,0.349448
0.008,49.7898,-26.2406,0.399264
0.009,49.7635,-26.232,0.449054
0.01,49.7373,-26.2233,0.498817
0.011,49.7111,-26.2147,0.548554
0.012,49.6849,-26.206,0.598265
0.013,49.6586,-26.1974,0.64795
0.014,49.6324,-26.1887,0.697609
0.015,49.6063,-26.1801,0.747241
0.016,49.5801,-26.1714,0.796848
0.017,49.5539,-26.1628,0.846428
0.018,49.5277,-26.1542,0.895982
0.019,49.5016,-26.1455,0.945509
0.02,49.4754,-26.1369,0.995011
0.021,49.4493,-26.1283,1.04449
0.022,49.4232,-26.1196,1.09394
0.023,49.3971,-26.111,1.14336
0.024,49.371,-26.1024,1.19276
0.025,49.3448,-26.0938,1.24213
0.026,49.3188,-26.0852,1.29147
0.027,49.2927,-26.0766,1.34079
0.028,49.2666,-26.068,1.39008
0.029,49.2405,-26.0594,1.43935
0.03,49.2145,-26.0508,1.48859
0.031,49.1884,-26.0422,1.5378
0.032,49.1624,-26.0336,1.58699
0.033,49.1363,-26.025,1.63616
0.034,49.1103,-26.0164,1.68529
0.035,49.0843,-26.0078,1.7344
0.036,49.0583,-25.9992,1.78349
0.037,49.0323,-25.9907,1.83254
0.038,49.0063,-25.9821,1.88158
0.039,48.9803,-25.9735,1.93058
0.04,48.9543,-25.9649,1.97956
0.041,48.9284,-25.9564,2.02852
0.042,48.9024,-25.9478,2.07745
0.043,48.8765,-25.9392,2.12635
0.044,48.8505,-25.9307,2.17523
0.045,48.8246,-25.9221,2.22408
0.046,48.7987,-25.9136,2.2729
0.047,48.7728,-25.905,2.3217
0.048,48.7469,-25.8965,2.37047
0.049,48.721,-25.8879,2.41922
0.05,48.6951,-25.8794,2.46794
0.051,48.6692,-25.8708,2.51663
0.052,48.6433,-25.8623,2.5653
0.053,48.6175,-25.8538,2.61395
0.054,48.5916,-25.8452,2.66256
0.055,48.5658,-25.8367,2.71116
0.056,48.5399,-25.8282,2.75972
0.057,48.5141,-25.8197,2.80826
0.058,48.4883,-25.8111,2.85678
0.059,48.4625,-25.8026,2.90526
0.06,48.4367,-25.7941,2.95373
0.061,48.4109,-25.7856,3.00216
0.062,48.3851,-25.7771,3.05057
0.063,48.3593,-25.7686,3.09896
0.064,48.3335,-25.7601,3.14732
0.065,48.3078,-25.7516,3.19565
0.066,48.282,-25.7431,3.24396
0.067,48.2563,-25.7346,3.29224
0.068,48.2306,-25.7261,3.3405
0.069,48.2048,-25.7176,3.38873
0.07,48.1791,-25.7091,3.43693
0.071,48.1534,-25.7006,3.48511
0.072,48.1277,-25.6921,3.53327
0.073,48.102,-25.6837,3.58139
0.074,48.0763,-25.6752,3.6295
0.075,48.0507,-25.6667,3.67757
0.076,48.025,-25.6582,3.72562
0.077,47.9993,-25.6498,3.77365
0.078,47.9737,-25.6413,3.82165
0.079,47.948,-25.6329,3.86962
0.08,47.9224,-25.6244,3.91757
0.081,47.8968,-25.6159,3.96549
0.082,47.8712,-25.6075,4.01339
0.083,47.8456,-25.599,4.06126
0.084,47.82,-25.5906,4.10911
0.085,47.7944,-25.5821,4.15693
0.086,47.7688,-25.5737,4.20472
0.087,47.7432,-25.5653,4.25249
0.088,47.7176,-25.5568,4.30023
0.089,47.6921,-25.5484,4.34795
0.09,47.6665,-25.54,4.39564
0.091,47.641,-25.5315,4.44331
0.092,47.6155,-25.5231,4.49095
0.093,47.5899,-25.5147,4.53856
0.094,47.5644,-25.5063,4.58615
0.095,47.5389,-25.4978,4.63372
0.096,47.5134,-25.4894,4.68126
0.097,47.4879,-25.481,4.72877
0.098,47.4625,-25.4726,4.77626
0.099,47.437,-25.4642,4.82372
0.1,47.4115,-25.4558,4.87116
0.101,47.3861,-25.4474,4.91857
0.102,47.3606,-25.439,4.96596
0.103,47.3352,-25.4306,5.01332
0.104,47.3097,-25.4222,5.06065
0.105,47.2843,-25.4138,5.10796
0.106,47.2589,-25.4054,5.15525
0.107,47.2335,-25.3971,5.2025
0.108,47.2081,-25.3887,5.24974
0.109,47.1827,-25.3803,5.29695
0.11,47.1573,-25.3719,5.34413
0.111,47.132,-25.3635,5.39129
0.112,47.1066,-25.3552,5.43842
0.113,47.0812,-25.3468,5.48552
0.114,47.0559,-25.3384,5.53261
0.115,47.0306,-25.3301,5.57966
0.116,47.0052,-25.3217,5.62669
0.117,46.9799,-25.3134,5.6737
0.118,46.9546,-25.305,5.72068
0.119,46.9293,-25.2967,5.76763
0.12,46.904,-25.2883,5.81456
0.121,46.8787,-25.28,5.86147
0.122,46.8534,-25.2716,5.90834
0.123,46.8282,-25.2633,5.9552
0.124,46.8029,-25.255,6.00203
0.125,46.7776,-25.2466,6.04883
0.126,46.7524,-25.2383,6.09561
0.127,46.7272,-25.23,6.14236
0.128,46.7019,-25.2216,6.18909
0.129,46.6767,-25.2133,6.23579
0.13,46.6515,-25.205,6.28246
0.131,46.6263,-25.1967,6.32912
0.132,46.6011,-25.1884,6.37574
0.133,46.5759,-25.18,6.42234
0.134,46.5507,-25.1717,6.46892
0.135,46.5255,-25.1634,6.51547
0.136,46.5004,-25.1551,6.562
0.137,46.4752,-25.1468,6.6085
0.138,46.4501,-25.1385,6.65497
0.139,46.4249,-25.1302,6.70142
0.14,46.3998,-25.1219,6.74785
0.141,46.3747,-25.1136,6.79425
0.142,46.3496,-25.1054,6.84062
0.143,46.3245,-25.0971,6.88697
0.144,46.2994,-25.0888,6.93329
0.145,46.2743,-25.0805,6.97959
0.146,46.2492,-25.0722,7.02587
0.147,46.2241,-25.064,7.07212
0.148,46.1991,-25.0557,7.11834
0.149,46.174,-25.0474,7.16454
0.15,46.149,-25.0392,7.21071
0.151,46.1239,-25.0309,7.25686
0.152,46.0989,-25.0226,7.30299
0.153,46.0739,-25.0144,7.34909
0.154,46.0489,-25.0061,7.39516
0.155,46.0239,-24.9979,7.44121
0.156,45.9989,-24.9896,7.48723
0.157,45.9739,-24.9814,7.53323
0.158,45.9489,-24.9731,7.57921
0.159,45.9239,-24.9649,7.62515
0.16,45.8989,-24.9567,7.67108
0.161,45.874,-24.9484,7.71698
0.162,45.849,-24.9402,7.76285
0.163,45.8241,-24.932,7.8087
0.164,45.7992,-24.9237,7.85452
0.165,45.7742,-24.9155,7.90032
0.166,45.7493,-24.9073,7.9461
0.167,45.7244,-24.8991,7.99185
0.168,45.6995,-24.8908,8.03757
0.169,45.6746,-24.8826,8.08327
0.17,45.6497,-24.8744,8.12895
0.171,45.6249,-24.8662,8.1746
0.172,45.6,-24.858,8.22022
0.173,45.5751,-24.8498,8.26582
0.174,45.5503,-24.8416,8.3114
0.175,45.5255,-24.8334,8.35695
0.176,45.5006,-24.8252,8.40247
0.177,45.4758,-24.817,8.44797
0.178,45.451,-24.8088,8.49345
0.179,45.4262,-24.8006,8.5389
0.18,45.4014,-24.7925,8.58433
0.181,45.3766,-24.7843,8.62973
0.182,45.3518,-24.7761,8.6751
0.183,45.327,-24.7679,8.72045
0.184,45.3023,-24.7597,8.76578
0.185,45.2775,-24.7516,8.81108
0.186,45.2527,-24.7434,8.85636
0.187,45.228,-24.7352,8.90161
0.188,45.2033,-24.7271,8.94684
0.189,45.1785,-24.7189,8.99205
0.19,45.1538,-24.7108,9.03722
0.191,45.1291,-24.7026,9.08238
0.192,45.1044,-24.6945,9.12751
0.193,45.0797,-24.6863,9.17261
0.194,45.055,-24.6782,9.21769
0.195,45.0303,-24.67,9.26275
0.196,45.0057,-24.6619,9.30778
0.197,44.981,-24.6537,9.35278
0.198,44.9564,-24.6456,9.39776
0.199,44.9317,-24.6375,9.44272
0.2,44.9071,-24.6293,9.48765
0.201,44.8824,-24.6212,9.53256
0.202,44.8578,-24.6131,9.57744
0.203,44.8332,-24.605,9.6223
0.204,44.8086,-24.5968,9.66713
0.205,44.784,-24.5887,9.71194
0.206,44.7594,-24.5806,9.75672
0.207,44.7348,-24.5725,9.80148
0.208,44.7103,-24.5644,9.84622
0.209,44.6857,-24.5563,9.89093
0.21,44.6611,-24.5482,9.93561
0.211,44.6366,-24.5401,9.98028
0.212,44.6121,-24.532,10.0249
0.213,44.5875,-24.5239,10.0695
0.214,44.563,-24.5158,10.1141
0.215,44.5385,-24.5077,10.1587
0.216,44.514,-24.4996,10.2032
0.217,44.4895,-24.4915,10.2477
0.218,44.465,-24.4834,10.2922
0.219,44.4405,-24.4754,10.3367
0.22,44.416,-24.4673,10.3811
0.221,44.3916,-24.4592,10.4255
0.222,44.3671,-24.4511,10.4699
0.223,44.3427,-24.4431,10.5143
0.224,44.3182,-24.435,10.5586
0.225,44.2938,-24.4269,10.603
0.226,44.2693,-24.4189,10.6473
0.227,44.2449,-24.4108,10.6915
0.228,44.2205,-24.4028,10.7358
0.229,44.1961,-24.3947,10.78
0.23,44.1717,-24.3867,10.8242
0.231,44.1473,-24.3786,10.8684
0.232,44.123,-24.3706,10.9125
0.233,44.0986,-24.3625,10.9566
0.234,44.0742,-24.3545,11.0007
0.235,44.0499,-24.3465,11.0448
0.236,44.0255,-24.3384,11.0888
0.237,44.0012,-24.3304,11.1329
0.238,43.9769,-24.3224,11.1769
0.239,43.9525,-24.3143,11.2209
0.24,43.9282,-24.3063,11.2648
0.241,43.9039,-24.2983,11.3087
0.242,43.8796,-24.2903,11.3526
0.243,43.8553,-24.2823,11.3965
0.244,43.831,-24.2742,11.4404
0.245,43.8068,-24.2662,11.4842
0.246,43.7825,-24.2582,11.528
0.247,43.7582,-24.2502,11.5718
0.248,43.734,-24.2422,11.6155
0.249,43.7097,-24.2342,11.6593
0.25,43.6855,-24.2262,11.703
0.251,43.6613,-24.2182,11.7467
0.252,43.6371,-24.2102,11.7903
0.253,43.6129,-24.2022,11.834
0.254,43.5887,-24.1943,11.8776
0.255,43.5645,-24.1863,11.9212
0.256,43.5403,-24.1783,11.9647
0.257,43.5161,-24.1703,12.0083
0.258,43.4919,-24.1623,12.0518
0.259,43.4678,-24.1544,12.0953
0.26,43.4436,-24.1464,12.1388
0.261,43.4195,-24.1384,12.1822
0.262,43.3953,-24.1305,12.2256
0.263,43.3712,-24.1225,12.269
0.264,43.3471,-24.1145,12.3124
0.265,43.323,-24.1066,12.3557
0.266,43.2989,-24.0986,12.3991
0.267,43.2748,-24.0907,12.4424
0.268,43.2507,-24.0827,12.4856
0.269,43.2266,-24.0748,12.5289
0.27,43.2025,-24.0668,12.5721
0.271,43.1784,-24.0589,12.6153
0.272,43.1544,-24.0509,12.6585
0.273,43.1303,-24.043,12.7016
0.274,43.1063,-24.0351,12.7448
0.275,43.0822,-24.0271,12.7879
0.276,43.0582,-24.0192,12.831
0.277,43.0342,-24.0113,12.874
0.278,43.0102,-24.0034,12.9171
0.279,42.9862,-23.9954,12.9601
0.28,42.9622,-23.9875,13.0031
0.281,42.9382,-23.9796,13.046
0.282,42.9142,-23.9717,13.089
0.283,42.8903,-23.9638,13.1319
0.284,42.8663,-23.9559,13.1748
0.285,42.8423,-23.948,13.2176
0.286,42.8184,-23.9401,13.2605
0.287,42.7944,-23.9322,13.3033
0.288,42.7705,-23.9243,13.3461
0.289,42.7466,-23.9164,13.3888
0.29,42.7227,-23.9085,13.4316
0.291,42.6988,-23.9006,13.4743
0.292,42.6749,-23.8927,13.517
0.293,42.651,-23.8848,13.5597
0.294,42.6271,-23.8769,13.6023
0.295,42.6032,-23.8691,13.645
0.296,42.5793,-23.8612,13.6876
0.297,42.5555,-23.8533,13.7302
0.298,42.5316,-23.8454,13.7727
0.299,42.5078,-23.8376,13.8152
0.3,42.4839,-23.8297,13.8577
0.301,42.4601,-23.8218,13.9002
0.302,42.4363,-23.814,13.9427
0.303,42.4125,-23.8061,13.9851
0.304,42.3887,-23.7983,14.0275
0.305,42.3649,-23.7904,14.0699
0.306,42.3411,-23.7826,14.1123
0.307,42.3173,-23.7747,14.1546
0.308,42.2935,-23.7669,14.197
0.309,42.2698,-23.759,14.2392
0.31,42.246,-23.7512,14.2815
0.311,42.2222,-23.7433,14.3238
0.312,42.1985,-23.7355,14.366
0.313,42.1748,-23.7277,14.4082
0.314,42.151,-23.7198,14.4504
0.315,42.1273,-23.712,14.4925
0.316,42.1036,-23.7042,14.5346
0.317,42.0799,-23.6964,14.5767
0.318,42.0562,-23.6885,14.6188
0.319,42.0325,-23.6807,14.6609
0.32,42.0088,-23.6729,14.7029
0.321,41.9852,-23.6651,14.7449
0.322,41.9615,-23.6573,14.7869
0.323,41.9378,-23.6495,14.8289
0.324,41.9142,-23.6417,14.8708
0.325,41.8906,-23.6339,14.9127
0.326,41.8669,-23.6261,14.9546
0.327,41.8433,-23.6183,14.9965
0.328,41.8197,-23.6105,15.0383
0.329,41.7961,-23.6027,15.0801
0.33,41.7725,-23.5949,15.1219
0.331,41.7489,-23.5871,15.1637
0.332,41.7253,-23.5793,15.2055
0.333,41.7017,-23.5716,15.2472
0.334,41.6781,-23.5638,15.2889
0.335,41.6546,-23.556,15.3306
0.336,41.631,-23.5482,15.3722
0.337,41.6075,-23.5405,15.4138
0.338,41.5839,-23.5327,15.4555
0.339,41.5604,-23.5249,15.497
0.34,41.5369,-23.5172,15.5386
0.341,41.5133,-23.5094,15.5801
0.342,41.4898,-23.5016,15.6216
0.343,41.4663,-23.4939,15.6631
0.344,41.4428,-23.4861,15.7046
0.345,41.4194,-23.4784,15.746
0.346,41.3959,-23.4706,15.7875
0.347,41.3724,-23.4629,15.8289
0.348,41.3489,-23.4552,15.8702
0.349,41.3255,-23.4474,15.9116
0.35,41.302,-23.4397,15.9529
0.351,41.2786,-23.4319,15.9942
0.352,41.2552,-23.4242,16.0355
0.353,41.2317,-23.4165,16.0767
0.354,41.2083,-23.4087,16.118
0.355,41.1849,-23.401,16.1592
0.356,41.1615,-23.3933,16.2004
0.357,41.1381,-23.3856,16.2415
0.358,41.1147,-23.3779,16.2827
0.359,41.0914,-23.3701,16.3238
0.36,41.068,-23.3624,16.3649
0.361,41.0446,-23.3547,16.4059
0.362,41.0213,-23.347,16.447
0.363,40.9979,-23.3393,16.488
0.364,40.9746,-23.3316,16.529
0.365,40.9513,-23.3239,16.57
0.366,40.9279,-23.3162,16.6109
0.367,40.9046,-23.3085,16.6519
0.368,40.8813,-23.3008,16.6928
0.369,40.858,-23.2931,16.7336
0.37,40.8347,-23.2855,16.7745
0.371,40.8114,-23.2778,16.8153
0.372,40.7882,-23.2701,16.8561
0.373,40.7649,-23.2624,16.8969
0.374,40.7416,-23.2547,16.9377
0.375,40.7184,-23.2471,16.9784
0.376,40.6951,-23.2394,17.0192
0.377,40.6719,-23.2317,17.0599
0.378,40.6486,-23.2241,17.1005
0.379,40.6254,-23.2164,17.1412
0.38,40.6022,-23.2087,17.1818
0.381,40.579,-23.2011,17.2224
0.382,40.5558,-23.1934,17.263
0.383,40.5326,-23.1858,17.3035
0.384,40.5094,-23.1781,17.3441
0.385,40.4862,-23.1705,17.3846
0.386,40.4631,-23.1628,17.4251
0.387,40.4399,-23.1552,17.4655
0.388,40.4167,-23.1475,17.506
0.389,40.3936,-23.1399,17.5464
0.39,40.3705,-23.1323,17.5868
0.391,40.3473,-23.1246,17.6272
0.392,40.3242,-23.117,17.6675
0.393,40.3011,-23.1094,17.7078
0.394,40.278,-23.1017,17.7481
0.395,40.2549,-23.0941,17.7884
0.396,40.2318,-23.0865,17.8287
0.397,40.2087,-23.0789,17.8689
0.398,40.1856,-23.0713,17.9091
0.399,40.1625,-23.0636,17.9493
0.4,40.1395,-23.056,17.9894
0.401,40.1164,-23.0484,18.0296
0.402,40.0934,-23.0408,18.0697
0.403,40.0703,-23.0332,18.1098
0.404,40.0473,-23.0256,18.1499
0.405,40.0243,-23.018,18.1899
0.406,40.0013,-23.0104,18.2299
0.407,39.9783,-23.0028,18.2699
0.408,39.9552,-22.9952,18.3099
0.409,39.9323,-22.9876,18.3499
0.41,39.9093,-22.9801,18.3898
0.411,39.8863,-22.9725,18.4297
0.412,39.8633,-22.9649,18.4696
0.413,39.8403,-22.9573,18.5095
0.414,39.8174,-22.9497,18.5493
0.415,39.7944,-22.9422,18.5891
0.416,39.7715,-22.9346,18.6289
0.417,39.7486,-22.927,18.6687
0.418,39.7256,-22.9195,18.7084
0.419,39.7027,-22.9119,18.7482
0.42,39.6798,-22.9043,18.7879
0.421,39.6569,-22.8968,18.8275
0.422,39.634,-22.8892,18.8672
0.423,39.6111,-22.8817,18.9068
0.424,39.5882,-22.8741,18.9464
0.425,39.5654,-22.8666,18.986
0.426,39.5425,-22.859,19.0256
0.427,39.5196,-22.8515,19.0651
0.428,39.4968,-22.8439,19.1047
0.429,39.4739,-22.8364,19.1442
0.43,39.4511,-22.8289,19.1836
0.431,39.4283,-22.8213,19.2231
0.432,39.4055,-22.8138,19.2625
0.433,39.3826,-22.8063,19.3019
0.434,39.3598,-22.7987,19.3413
0.435,39.337,-22.7912,19.3807
0.436,39.3142,-22.7837,19.42
0.437,39.2915,-22.7762,19.4593
0.438,39.2687,-22.7687,19.4986
0.439,39.2459,-22.7612,19.5379
0.44,39.2232,-22.7536,19.5771
0.441,39.2004,-22.7461,19.6163
0.442,39.1777,-22.7386,19.6555
0.443,39.1549,-22.7311,19.6947
0.444,39.1322,-22.7236,19.7339
0.445,39.1095,-22.7161,19.773
0.446,39.0867,-22.7086,19.8121
0.447,39.064,-22.7011,19.8512
0.448,39.0413,-22.6936,19.8903
0.449,39.0186,-22.6862,19.9293
0.45,38.996,-22.6787,19.9683
0.451,38.9733,-22.6712,20.0073
0.452,38.9506,-22.6637,20.0463
0.453,38.9279,-22.6562,20.0852
0.454,38.9053,-22.6487,20.1242
0.455,38.8826,-22.6413,20.1631
0.456,38.86,-22.6338,20.202
0.457,38.8374,-22.6263,20.2408
0.458,38.8147,-22.6189,20.2797
0.459,38.7921,-22.6114,20.3185
0.46,38.7695,-22.6039,20.3573
0.461,38.7469,-22.5965,20.396
0.462,38.7243,-22.589,20.4348
0.463,38.7017,-22.5816,20.4735
0.464,38.6791,-22.5741,20.5122
0.465,38.6566,-22.5667,20.5509
0.466,38.634,-22.5592,20.5895
0.467,38.6114,-22.5518,20.6282
0.468,38.5889,-22.5443,20.6668
0.469,38.5663,-22.5369,20.7054
0.47,38.5438,-22.5295,20.7439
0.471,38.5213,-22.522,20.7825
0.472,38.4987,-22.5146,20.821
0.473,38.4762,-22.5072,20.8595
0.474,38.4537,-22.4997,20.898
0.475,38.4312,-22.4923,20.9364
0.476,38.4087,-22.4849,20.9749
0.477,38.3862,-22.4775,21.0133
0.478,38.3638,-22.47,21.0517
0.479,38.3413,-22.4626,21.09
0.48,38.3188,-22.4552,21.1284
0.481,38.2964,-22.4478,21.1667
0.482,38.2739,-22.4404,21.205
0.483,38.2515,-22.433,21.2433
0.484,38.2291,-22.4256,21.2815
0.485,38.2066,-22.4182,21.3197
0.486,38.1842,-22.4108,21.3579
0.487,38.1618,-22.4034,21.3961
0.488,38.1394,-22.396,21.4343
0.489,38.117,-22.3886,21.4724
0.49,38.0946,-22.3812,21.5105
0.491,38.0722,-22.3738,21.5486
0.492,38.0499,-22.3665,21.5867
0.493,38.0275,-22.3591,21.6248
0.494,38.0051,-22.3517,21.6628
0.495,37.9828,-22.3443,21.7008
0.496,37.9604,-22.3369,21.7388
0.497,37.9381,-22.3296,21.7767
0.498,37.9158,-22.3222,21.8147
0.499,37.8935,-22.3148,21.8526
0.5,37.8711,-22.3075,21.8905
0.501,37.8488,-22.3001,21.9284
0.502,37.8265,-22.2928,21.9662
0.503,37.8042,-22.2854,22.004
0.504,37.782,-22.278,22.0418
0.505,37.7597,-22.2707,22.0796
0.506,37.7374,-22.2633,22.1174
0.507,37.7151,-22.256,22.1551
0.508,37.6929,-22.2487,22.1928
0.509,37.6706,-22.2413,22.2305
0.51,37.6484,-22.234,22.2682
0.511,37.6262,-22.2266,22.3058
0.512,37.6039,-22.2193,22.3435
0.513,37.5817,-22.212,22.3811
0.514,37.5595,-22.2046,22.4187
0.515,37.5373,-22.1973,22.4562
0.516,37.5151,-22.19,22.4938
0.517,37.4929,-22.1827,22.5313
0.518,37.4707,-22.1753,22.5688
0.519,37.4486,-22.168,22.6062
0.52,37.4264,-22.1607,22.6437
0.521,37.4042,-22.1534,22.6811
0.522,37.3821,-22.1461,22.7185
0.523,37.3599,-22.1388,22.7559
0.524,37.3378,-22.1315,22.7933
0.525,37.3157,-22.1242,22.8306
0.526,37.2935,-22.1169,22.8679
0.527,37.2714,-22.1096,22.9052
0.528,37.2493,-22.1023,22.9425
0.529,37.2272,-22.095,22.9797
0.53,37.2051,-22.0877,23.0169
0.531,37.183,-22.0804,23.0542
0.532,37.1609,-22.0731,23.0913
0.533,37.1389,-22.0658,23.1285
0.534,37.1168,-22.0585,23.1656
0.535,37.0947,-22.0513,23.2028
0.536,37.0727,-22.044,23.2398
0.537,37.0506,-22.0367,23.2769
0.538,37.0286,-22.0294,23.314
0.539,37.0066,-22.0222,23.351
0.54,36.9846,-22.0149,23.388
0.541,36.9625,-22.0076,23.425
0.542,36.9405,-22.0004,23.462
0.543,36.9185,-21.9931,23.4989
0.544,36.8965,-21.9859,23.5358
0.545,36.8746,-21.9786,23.5727
0.546,36.8526,-21.9714,23.6096
0.547,36.8306,-21.9641,23.6464
0.548,36.8086,-21.9569,23.6833
0.549,36.7867,-21.9496,23.7201
0.55,36.7647,-21.9424,23.7569
0.551,36.7428,-21.9351,23.7936
0.552,36.7209,-21.9279,23.8304
0.553,36.6989,-21.9206,23.8671
0.554,36.677,-21.9134,23.9038
0.555,36.6551,-21.9062,23.9405
0.556,36.6332,-21.899,23.9771
0.557,36.6113,-21.8917,24.0138
0.558,36.5894,-21.8845,24.0504
0.559,36.5675,-21.8773,24.087
0.56,36.5456,-21.8701,24.1235
0.561,36.5238,-21.8628,24.1601
0.562,36.5019,-21.8556,24.1966
0.563,36.48,-21.8484,24.2331
0.564,36.4582,-21.8412,24.2696
0.565,36.4364,-21.834,24.306
0.566,36.4145,-21.8268,24.3425
0.567,36.3927,-21.8196,24.3789
0.568,36.3709,-21.8124,24.4153
0.569,36.3491,-21.8052,24.4516
0.57,36.3273,-21.798,24.488
0.571,36.3055,-21.7908,24.5243
0.572,36.2837,-21.7836,24.5606
0.573,36.2619,-21.7764,24.5969
0.574,36.2401,-21.7692,24.6332
0.575,36.2183,-21.7621,24.6694
0.576,36.1966,-21.7549,24.7056
0.577,36.1748,-21.7477,24.7418
0.578,36.1531,-21.7405,24.778
0.579,36.1313,-21.7333,24.8142
0.58,36.1096,-21.7262,24.8503
0.581,36.0879,-21.719,24.8864
0.582,36.0662,-21.7118,24.9225
0.583,36.0444,-21.7047,24.9586
0.584,36.0227,-21.6975,24.9946
0.585,36.001,-21.6903,25.0306
0.586,35.9794,-21.6832,25.0666
0.587,35.9577,-21.676,25.1026
0.588,35.936,-21.6689,25.1386
0.589,35.9143,-21.6617,25.1745
0.59,35.8927,-21.6546,25.2104
0.591,35.871,-21.6474,25.2463
0.592,35.8494,-21.6403,25.2822
0.593,35.8277,-21.6331,25.318
0.594,35.8061,-21.626,25.3538
0.595,35.7845,-21.6189,25.3897
0.596,35.7628,-21.6117,25.4254
0.597,35.7412,-21.6046,25.4612
0.598,35.7196,-21.5975,25.4969
0.599,35.698,-21.5904,25.5327
0.6,35.6764,-21.5832,25.5684
0.601,35.6549,-21.5761,25.604
0.602,35.6333,-21.569,25.6397
0.603,35.6117,-21.5619,25.6753
0.604,35.5902,-21.5547,25.7109
0.605,35.5686,-21.5476,25.7465
0.606,35.547,-21.5405,25.7821
0.607,35.5255,-21.5334,25.8176
0.608,35.504,-21.5263,25.8532
0.609,35.4824,-21.5192,25.8887
0.61,35.4609,-21.5121,25.9242
0.611,35.4394,-21.505,25.9596
0.612,35.4179,-21.4979,25.9951
0.613,35.3964,-21.4908,26.0305
0.614,35.3749,-21.4837,26.0659
0.615,35.3534,-21.4766,26.1012
0.616,35.332,-21.4695,26.1366
0.617,35.3105,-21.4625,26.1719
0.618,35.289,-21.4554,26.2072
0.619,35.2676,-21.4483,26.2425
0.62,35.2461,-21.4412,26.2778
0.621,35.2247,-21.4341,26.313
0.622,35.2033,-21.4271,26.3483
0.623,35.1818,-21.42,26.3835
0.624,35.1604,-21.4129,26.4187
0.625,35.139,-21.4059,26.4538
0.626,35.1176,-21.3988,26.489
0.627,35.0962,-21.3917,26.5241
0.628,35.0748,-21.3847,26.5592
0.629,35.0534,-21.3776,26.5942
0.63,35.032,-21.3706,26.6293
0.631,35.0107,-21.3635,26.6643
0.632,34.9893,-21.3565,26.6993
0.633,34.9679,-21.3494,26.7343
0.634,34.9466,-21.3424,26.7693
0.635,34.9253,-21.3353,26.8042
0.636,34.9039,-21.3283,26.8392
0.637,34.8826,-21.3213,26.8741
0.638,34.8613,-21.3142,26.909
0.639,34.84,-21.3072,26.9438
0.64,34.8186,-21.3002,26.9787
0.641,34.7973,-21.2931,27.0135
0.642,34.7761,-21.2861,27.0483
0.643,34.7548,-21.2791,27.083
0.644,34.7335,-21.2721,27.1178
0.645,34.7122,-21.265,27.1525
0.646,34.6909,-21.258,27.1872
0.647,34.6697,-21.251,27.2219
0.648,34.6484,-21.244,27.2566
0.649,34.6272,-21.237,27.2913
0.65,34.606,-21.23,27.3259
0.651,34.5847,-21.223,27.3605
0.652,34.5635,-21.216,27.3951
0.653,34.5423,-21.209,27.4296
0.654,34.5211,-21.202,27.4642
0.655,34.4999,-21.195,27.4987
0.656,34.4787,-21.188,27.5332
0.657,34.4575,-21.181,27.5677
0.658,34.4363,-21.174,27.6021
0.659,34.4151,-21.167,27.6366
0.66,34.394,-21.16,27.671
0.661,34.3728,-21.153,27.7054
0.662,34.3517,-21.146,27.7398
0.663,34.3305,-21.1391,27.7741
0.664,34.3094,-21.1321,27.8084
0.665,34.2882,-21.1251,27.8427
0.666,34.2671,-21.1181,27.877
0.667,34.246,-21.1112,27.9113
0.668,34.2249,-21.1042,27.9455
0.669,34.2038,-21.0972,27.9798
0.67,34.1827,-21.0903,28.014
0.671,34.1616,-21.0833,28.0482
0.672,34.1405,-21.0764,28.0823
0.673,34.1194,-21.0694,28.1165
0.674,34.0984,-21.0625,28.1506
0.675,34.0773,-21.0555,28.1847
0.676,34.0563,-21.0486,28.2188
0.677,34.0352,-21.0416,28.2528
0.678,34.0142,-21.0347,28.2868
0.679,33.9931,-21.0277,28.3209
0.68,33.9721,-21.0208,28.3549
0.681,33.9511,-21.0139,28.3888
0.682,33.9301,-21.0069,28.4228
0.683,33.9091,-21,28.4567
0.684,33.8881,-20.9931,28.4906
0.685,33.8671,-20.9861,28.5245
0.686,33.8461,-20.9792,28.5584
0.687,33.8251,-20.9723,28.5922
0.688,33.8041,-20.9654,28.626
0.689,33.7832,-20.9584,28.6598
0.69,33.7622,-20.9515,28.6936
0.691,33.7413,-20.9446,28.7274
0.692,33.7203,-20.9377,28.7611
0.693,33.6994,-20.9308,28.7949
0.694,33.6784,-20.9239,28.8286
0.695,33.6575,-20.917,28.8622
0.696,33.6366,-20.9101,28.8959
0.697,33.6157,-20.9032,28.9295
0.698,33.5948,-20.8963,28.9631
0.699,33.5739,-20.8894,28.9967
0.7,33.553,-20.8825,29.0303
0.701,33.5321,-20.8756,29.0639
0.702,33.5112,-20.8687,29.0974
0.703,33.4904,-20.8618,29.1309
0.704,33.4695,-20.8549,29.1644
0.705,33.4487,-20.8481,29.1979
0.706,33.4278,-20.8412,29.2313
0.707,33.407,-20.8343,29.2647
0.708,33.3861,-20.8274,29.2981
